C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\center_2024_12_15_23_58_51_472.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\left_2024_12_15_23_58_51_472.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\right_2024_12_15_23_58_51_472.jpg, 0, 0, 0, 6.893502
C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\center_2024_12_15_23_58_51_581.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\left_2024_12_15_23_58_51_581.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\right_2024_12_15_23_58_51_581.jpg, 0, 0, 0, 6.808079
C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\center_2024_12_15_23_58_51_695.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\left_2024_12_15_23_58_51_695.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\right_2024_12_15_23_58_51_695.jpg, 0, 0, 0, 6.736471
C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\center_2024_12_15_23_58_51_803.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\left_2024_12_15_23_58_51_803.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\right_2024_12_15_23_58_51_803.jpg, 0.3229218, 0, 0, 6.629885
C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\center_2024_12_15_23_58_51_912.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\left_2024_12_15_23_58_51_912.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\right_2024_12_15_23_58_51_912.jpg, 0.6510783, 0, 0, 6.497838
C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\center_2024_12_15_23_58_52_026.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\left_2024_12_15_23_58_52_026.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\right_2024_12_15_23_58_52_026.jpg, 0.8932278, 0, 0, 6.310126
C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\center_2024_12_15_23_58_52_125.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\left_2024_12_15_23_58_52_125.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\right_2024_12_15_23_58_52_125.jpg, 0.5888029, 0, 0, 6.265965
C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\center_2024_12_15_23_58_52_234.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\left_2024_12_15_23_58_52_234.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\right_2024_12_15_23_58_52_234.jpg, 0.3031978, 0, 0, 6.219717
C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\center_2024_12_15_23_58_52_347.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\left_2024_12_15_23_58_52_347.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\right_2024_12_15_23_58_52_347.jpg, 0, 0, 0, 6.135272
C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\center_2024_12_15_23_58_52_453.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\left_2024_12_15_23_58_52_453.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\right_2024_12_15_23_58_52_453.jpg, 0, 0, 0, 6.071395
C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\center_2024_12_15_23_58_52_565.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\left_2024_12_15_23_58_52_565.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\right_2024_12_15_23_58_52_565.jpg, 0, 0, 0, 5.996831
C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\center_2024_12_15_23_58_52_666.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\left_2024_12_15_23_58_52_666.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\right_2024_12_15_23_58_52_666.jpg, 0, 0, 0, 5.935423
C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\center_2024_12_15_23_58_52_779.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\left_2024_12_15_23_58_52_779.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\right_2024_12_15_23_58_52_779.jpg, 0, 0, 0, 5.862449
C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\center_2024_12_15_23_58_52_880.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\left_2024_12_15_23_58_52_880.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\right_2024_12_15_23_58_52_880.jpg, 0.203643, 0, 0, 5.794535
C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\center_2024_12_15_23_58_52_993.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\left_2024_12_15_23_58_52_993.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\right_2024_12_15_23_58_52_993.jpg, 0.5432796, 0, 0, 5.691448
C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\center_2024_12_15_23_58_53_106.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\left_2024_12_15_23_58_53_106.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\right_2024_12_15_23_58_53_106.jpg, 0.427122, 0, 0, 5.597335
C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\center_2024_12_15_23_58_53_208.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\left_2024_12_15_23_58_53_208.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\right_2024_12_15_23_58_53_208.jpg, 0.1237893, 0.1420083, 0, 5.59876
C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\center_2024_12_15_23_58_53_315.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\left_2024_12_15_23_58_53_315.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\right_2024_12_15_23_58_53_315.jpg, 0, 0.4291233, 0, 5.914963
C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\center_2024_12_15_23_58_53_423.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\left_2024_12_15_23_58_53_423.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\right_2024_12_15_23_58_53_423.jpg, 0, 0.7920064, 0, 6.782266
C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\center_2024_12_15_23_58_53_532.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\left_2024_12_15_23_58_53_532.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\right_2024_12_15_23_58_53_532.jpg, 0, 1, 0, 7.858417
C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\center_2024_12_15_23_58_53_637.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\left_2024_12_15_23_58_53_637.jpg, C:\Users\Aditya Gupta\Downloads\DATADRIVE\IMG\right_2024_12_15_23_58_53_637.jpg, 0, 1, 0, 8.986357
